Date,Open,High,Low,Close,Adj Close,Volume
2021-08-19,38231.402344,40219.839844,37677.210938,40011.644531,40011.644531,31863930903
2021-08-20,40016.390625,42170.960938,39941.078125,42168.417969,42168.417969,29662710164
2021-08-21,42158.074219,42504.074219,41303.062500,41810.281250,41810.281250,34697103726
2021-08-22,41779.175781,42299.710938,41207.093750,42166.070313,42166.070313,21690154270
2021-08-23,42140.441406,43068.277344,41784.328125,42187.304688,42187.304688,29209895615
2021-08-24,42201.097656,42483.445313,40572.199219,40591.277344,40591.277344,30087439475
2021-08-25,40609.261719,41798.484375,40132.558594,41589.105469,41589.105469,27731017546
2021-08-26,41624.656250,41936.710938,39431.363281,39938.910156,39938.910156,27793027038
2021-08-27,39898.355469,41637.230469,39487.519531,41591.351563,41591.351563,29258076943
2021-08-28,41603.148438,41781.964844,41117.074219,41458.871094,41458.871094,24219695246
2021-08-29,41466.371094,42087.683594,40630.964844,41386.457031,41386.457031,21943161406
2021-08-30,41390.710938,41472.914063,39799.183594,39888.605469,39888.605469,26996771542
2021-08-31,39862.628906,40754.289063,39624.820313,39937.781250,39937.781250,29407483737
2021-09-01,39881.121094,41465.328125,39451.468750,41250.730469,41250.730469,33052752888
2021-09-02,41217.644531,42469.406250,41072.386719,41543.117188,41543.117188,33273143710
2021-09-03,41509.875000,42880.882813,40727.292969,42112.261719,42112.261719,36371739714
2021-09-04,42098.750000,42534.257813,41695.449219,42028.554688,42028.554688,31532234752
2021-09-05,42022.855469,43661.292969,41686.878906,43543.507813,43543.507813,25512438561
2021-09-06,43556.628906,44384.734375,43032.125000,44329.070313,44329.070313,32749010156
2021-09-07,44351.761719,44487.542969,36544.402344,39521.417969,39521.417969,55055157929
2021-09-08,39535.464844,39952.781250,37696.312500,38997.878906,38997.878906,41465418833
2021-09-09,38729.964844,39943.246094,38623.812500,39233.226563,39233.226563,32705466036
2021-09-10,39237.656250,39785.890625,37539.691406,38002.757813,38002.757813,33151864661
2021-09-11,37990.843750,38908.546875,37934.316406,38258.652344,38258.652344,29200764051
2021-09-12,38263.027344,39252.554688,37910.781250,38997.027344,38997.027344,23604800758
2021-09-13,38991.898438,39505.148438,36921.585938,38073.335938,38073.335938,34692077878
2021-09-14,38070.777344,39998.472656,37895.511719,39900.292969,39900.292969,32749002832
2021-09-15,39904.957031,40996.847656,39622.339844,40762.152344,40762.152344,25793023914
2021-09-16,40747.394531,41129.875000,40008.632813,40615.281250,40615.281250,26999268519
2021-09-17,40604.781250,40904.464844,39936.246094,40312.578125,40312.578125,24500717915
2021-09-18,null,null,null,null,null,null
2021-09-19,41164.308594,41215.058594,40012.695313,40292.125000,40292.125000,22991574653
2021-09-20,40258.894531,40337.355469,37030.207031,37030.207031,37030.207031,29687994368
